Hafta,Tarih,Ev Sahibi,Deplasman,Skor,Ev xG,Dep xG,Ev KK,Dep KK,Ev Pen,Dep Pen,Ev İŞ,Dep İŞ,Ev TS,Dep TS,Ev Şut,Dep Şut,Ev Kor,Dep Kor,Ev_Eksik_Hucum,Ev_Eksik_Savunma,Ev_Eksik_Orta,Dep_Eksik_Hucum,Dep_Eksik_Savunma,Dep_Eksik_Orta
10,2025-11-08,FC Union Berlin,FC Bayern München,2 - 2,0.9195,1.0885,0,0,0,0,4,0,26,0,12,0,6,0,6.0,0.6,2.5,0.0,63.0,120.0
10,2025-11-08,Hamburger SV,Borussia Dortmund,1 - 1,0.5741999999999999,1.0156,0,0,0,0,3,0,45,0,9,0,2,0,1.0,3.5,18.0,0.0,4.0,0.0
10,2025-11-09,SC Freiburg,St. Pauli,2 - 1,1.3211,0.5546,0,0,0,0,4,0,60,0,8,0,9,0,8.0,0.0,0.1,1.2,6.4,0.0
10,2025-11-08,TSG Hoffenheim,RB Leipzig,3 - 1,1.818,2.0024,0,0,0,0,4,0,49,0,12,0,5,0,12.0,14.3,0.0,0.0,18.0,10.35
10,2025-11-09,VfB Stuttgart,FC Augsburg,3 - 2,2.6018,1.5377,0,0,1,0,6,0,62,0,17,0,4,0,27.3,10.3,0.0,0.0,0.0,0.0
10,2025-11-07,Werder Bremen,VfL Wolfsburg,2 - 1,1.6384,0.6642,0,0,0,0,7,0,60,0,20,0,13,0,0.5,19.15,0.0,5.0,13.0,22.0
11,2025-11-22,Borussia Dortmund,VfB Stuttgart,3 - 3,3.265,1.9238,0,0,1,0,6,0,46,0,14,0,2,0,0.0,11.0,0.0,27.3,10.3,0.0
11,2025-11-22,FC Augsburg,Hamburger SV,1 - 0,1.3058,1.3333000000000002,1,0,0,0,6,0,48,0,13,0,4,0,0.0,1.0,6.0,1.5,7.0,0.0
11,2025-11-22,FC Bayern München,SC Freiburg,6 - 2,2.6719,0.7062999999999999,0,0,0,0,8,0,72,0,22,0,3,0,0.0,45.0,120.0,8.0,0.0,0.1
11,2025-11-22,FC Köln,Eintracht Frankfurt,3 - 4,1.5079,1.9802,0,0,0,0,5,0,47,0,11,0,3,0,0.25,2.6,0.0,0.0,0.0,87.0
11,2025-11-21,FSV Mainz 05,TSG Hoffenheim,1 - 1,2.2677000000000005,1.5074,1,0,0,0,3,0,45,0,17,0,7,0,0.0,9.15,0.0,12.0,24.3,0.0
11,2025-11-22,Heidenheim,Borussia Mönchengladbach,0 - 3,0.5228,2.2829,0,0,0,0,2,0,49,0,7,0,4,0,3.3,1.5,0.0,3.5,3.0,4.0
11,2025-11-23,RB Leipzig,Werder Bremen,2 - 0,2.3208,1.0324000000000002,0,0,0,0,13,0,52,0,22,0,13,0,30.0,24.0,0.35,0.5,15.5,0.0
11,2025-11-23,St. Pauli,FC Union Berlin,0 - 1,0.7298,0.4357999999999999,0,0,0,0,3,0,59,0,12,0,8,0,0.0,6.4,0.2,0.6,2.5,7.0
11,2025-11-22,VfL Wolfsburg,Bayer 04 Leverkusen,1 - 3,2.2185,0.7718,0,0,0,0,10,0,38,0,21,0,9,0,12.5,18.0,10.0,0.0,10.5,30.0
12,2025-11-29,Bayer 04 Leverkusen,Borussia Dortmund,1 - 2,1.0962,0.8622,0,0,0,0,4,0,63,0,14,0,10,0,0.0,18.2,30.0,40.0,4.0,0.0
12,2025-11-28,Borussia Mönchengladbach,RB Leipzig,0 - 0,0.4837,1.2721,0,0,0,0,0,0,42,0,7,0,5,0,3.5,3.0,4.0,30.0,24.0,28.35
12,2025-11-30,Eintracht Frankfurt,VfL Wolfsburg,1 - 1,1.8775,1.4614000000000005,0,0,1,0,3,0,54,0,15,0,14,0,35.0,0.0,77.0,17.5,18.0,10.0
12,2025-11-29,FC Bayern München,St. Pauli,3 - 1,2.1856,0.5844,0,0,0,0,4,0,80,0,19,0,10,0,0.0,45.0,120.0,0.0,3.0,0.2
12,2025-11-29,FC Union Berlin,Heidenheim,1 - 2,1.0788,0.8281000000000001,0,0,0,0,2,0,43,0,9,0,5,0,0.6,2.5,2.5,4.5,1.5,0.0
12,2025-11-30,Hamburger SV,VfB Stuttgart,2 - 1,1.1782,1.2892,1,0,0,0,2,0,34,0,9,0,4,0,1.5,7.0,0.0,38.8,2.3,0.0
12,2025-11-30,SC Freiburg,FSV Mainz 05,4 - 0,3.7225,0.0908,0,0,0,0,10,0,75,0,23,0,6,0,8.0,6.0,0.1,0.0,14.15,17.0
12,2025-11-29,TSG Hoffenheim,FC Augsburg,3 - 0,1.8646,0.8697,0,0,0,0,3,0,60,0,17,0,7,0,12.0,7.3,0.0,0.0,7.0,0.0
12,2025-11-29,Werder Bremen,FC Köln,1 - 1,1.3174,1.0806,1,0,0,0,4,0,49,0,17,0,4,0,0.5,17.5,0.0,8.25,6.1,0.0
13,2025-12-07,Borussia Dortmund,TSG Hoffenheim,2 - 0,0.9388,1.4869,0,0,0,0,4,0,43,0,8,0,7,0,0.0,4.0,0.0,0.0,7.3,0.0
13,2025-12-06,FC Augsburg,Bayer 04 Leverkusen,2 - 0,1.2801,1.9042,0,0,0,0,6,0,32,0,13,0,5,0,5.0,1.0,0.0,0.0,11.2,30.0
13,2025-12-06,FC Köln,St. Pauli,1 - 1,1.7015,0.1655,0,0,0,0,8,0,58,0,11,0,5,0,0.25,6.8,0.0,5.0,3.35,0.0
13,2025-12-05,FSV Mainz 05,Borussia Mönchengladbach,0 - 1,0.6333,2.2273,0,0,0,0,2,0,55,0,8,0,8,0,0.0,13.15,15.0,32.5,3.0,7.5
13,2025-12-07,Hamburger SV,Werder Bremen,3 - 2,1.4676,1.0281,0,0,0,0,6,0,54,0,12,0,5,0,6.5,7.0,0.0,0.5,19.15,0.0
13,2025-12-06,Heidenheim,SC Freiburg,2 - 1,1.7929,1.1841,0,0,0,0,3,0,39,0,16,0,8,0,4.5,1.5,0.0,8.0,6.0,0.1
13,2025-12-06,RB Leipzig,Eintracht Frankfurt,6 - 0,3.0878,0.9937,0,0,1,0,7,0,52,0,16,0,4,0,30.0,36.0,28.35,35.0,0.0,0.0
13,2025-12-06,VfB Stuttgart,FC Bayern München,0 - 5,1.3074,3.8109,1,0,0,0,1,0,41,0,13,0,3,0,23.8,12.3,3.0,0.0,45.0,120.0
13,2025-12-06,VfL Wolfsburg,FC Union Berlin,3 - 1,0.939,2.1166,0,0,0,0,3,0,43,0,4,0,0,0,17.5,19.0,10.0,0.6,0.0,4.5
14,2025-12-13,Bayer 04 Leverkusen,FC Köln,2 - 0,1.6472,0.1915,0,0,0,0,6,0,61,0,17,0,8,0,20.0,2.5,30.0,0.25,6.8,0.0
14,2025-12-13,Borussia Mönchengladbach,VfL Wolfsburg,1 - 3,1.1191,1.6447,0,0,0,0,4,0,58,0,14,0,6,0,32.5,11.8,3.5,17.5,13.0,10.0
14,2025-12-13,Eintracht Frankfurt,FC Augsburg,1 - 0,1.1269,0.9883,0,0,0,0,4,0,51,0,11,0,2,0,38.0,0.35,0.0,0.0,1.0,0.0
14,2025-12-14,FC Bayern München,FSV Mainz 05,2 - 2,3.8567,0.5425,0,0,1,0,11,0,85,0,24,0,7,0,70.0,0.0,120.0,0.0,14.65,32.0
14,2025-12-12,FC Union Berlin,RB Leipzig,3 - 1,1.1732,0.5364,0,0,0,0,6,0,37,0,12,0,4,0,0.6,0.0,2.5,62.0,36.0,28.35
14,2025-12-14,SC Freiburg,Borussia Dortmund,1 - 1,1.8197,1.045,0,0,0,0,6,0,57,0,21,0,6,0,0.0,18.0,0.1,0.0,18.0,7.0
14,2025-12-13,St. Pauli,Heidenheim,2 - 1,0.9462,2.3608,1,0,0,0,5,0,36,0,8,0,4,0,5.0,3.35,0.0,2.7,1.5,0.0
14,2025-12-13,TSG Hoffenheim,Hamburger SV,4 - 1,1.481,1.3856,0,0,0,0,6,0,59,0,10,0,3,0,0.0,12.3,0.0,6.5,3.5,7.0
14,2025-12-14,Werder Bremen,VfB Stuttgart,0 - 4,0.965,2.1735,1,0,0,0,4,0,38,0,11,0,1,0,5.5,12.5,0.0,28.5,22.3,0.0
15,2025-12-19,Borussia Dortmund,Borussia Mönchengladbach,2 - 0,1.9382,0.6838,0,0,0,0,4,0,57,0,10,0,6,0,0.0,25.0,30.0,32.5,4.8,0.0
15,2025-12-20,FC Augsburg,Werder Bremen,0 - 0,1.0722,0.6541,0,0,0,0,6,0,53,0,14,0,6,0,5.0,23.0,7.5,5.5,34.5,1.2
15,2025-12-20,FC Köln,FC Union Berlin,0 - 1,0.6233,1.6503,1,0,0,0,2,0,62,0,13,0,3,0,0.25,6.1,0.0,0.6,0.0,5.0
15,2025-12-21,FSV Mainz 05,St. Pauli,0 - 0,1.5822,0.2808,0,0,0,0,1,0,53,0,13,0,9,0,0.0,13.65,1.5,0.0,8.35,0.0
15,2025-12-20,Hamburger SV,Eintracht Frankfurt,1 - 1,0.9573,1.6684,0,0,0,0,3,0,40,0,9,0,5,0,11.5,3.5,0.0,38.0,20.35,21.0
15,2025-12-21,Heidenheim,FC Bayern München,0 - 4,0.9973,3.5667,0,0,0,0,1,0,26,0,7,0,0,0,1.2,1.5,0.25,40.0,61.0,160.0
15,2025-12-20,RB Leipzig,Bayer 04 Leverkusen,1 - 3,4.0816,3.2888,0,0,0,0,7,0,44,0,19,0,2,0,129.0,9.0,46.35,45.0,104.0,70.0
15,2025-12-20,VfB Stuttgart,TSG Hoffenheim,0 - 0,1.2451,0.1858999999999999,0,0,0,0,3,0,47,0,10,0,4,0,26.8,22.3,32.0,35.0,7.3,0.0
15,2025-12-20,VfL Wolfsburg,SC Freiburg,3 - 4,1.0757,3.77,0,0,0,0,6,0,56,0,13,0,2,0,32.0,9.0,10.0,15.0,18.0,0.1
16,2026-01-10,Bayer 04 Leverkusen,VfB Stuttgart,1 - 4,2.1741,2.5401,0,0,1,0,4,0,57,0,16,0,5,0,60.0,0.0,70.0,21.5,16.0,32.0
16,2026-01-11,Borussia Mönchengladbach,FC Augsburg,4 - 0,3.2142,1.5336,0,0,1,0,7,0,52,0,12,0,2,0,22.5,1.5,0.0,0.0,26.0,2.0
16,2026-01-09,Eintracht Frankfurt,Borussia Dortmund,3 - 3,1.5906000000000002,2.1736,0,0,1,0,6,0,40,0,12,0,2,0,63.0,4.35,21.0,0.0,7.0,30.0
16,2026-01-11,FC Bayern München,VfL Wolfsburg,8 - 1,2.3337,0.9189,0,0,0,0,10,0,68,0,16,0,6,0,40.0,70.0,160.0,32.0,14.0,7.0
16,2026-01-10,FC Union Berlin,FSV Mainz 05,2 - 2,2.7706,1.0863,0,0,0,0,5,0,57,0,17,0,2,0,2.4,10.0,2.5,3.0,18.1,0.0
16,2026-01-10,Heidenheim,FC Köln,2 - 2,1.7608,2.6541,0,0,0,0,6,0,56,0,14,0,5,0,1.2,3.0,0.25,0.25,14.1,0.0
16,2026-01-10,SC Freiburg,Hamburger SV,2 - 1,2.4935,0.5769000000000001,0,0,1,0,7,0,60,0,20,0,0,0,8.0,6.0,0.1,10.0,3.5,0.0
16,2026-01-27,St. Pauli,RB Leipzig,1 - 1,1.2325000000000002,1.4481,0,0,1,0,2,0,46,0,7,0,4,0,5.0,4.25,2.0,22.0,45.0,28.35
16,2026-01-27,Werder Bremen,TSG Hoffenheim,0 - 2,1.8904,0.7931,0,0,0,0,3,0,59,0,26,0,6,0,5.5,34.2,1.2,17.8,7.3,0.0
17,2026-01-13,Borussia Dortmund,Werder Bremen,3 - 0,1.9372000000000005,0.3764,0,0,0,0,8,0,46,0,18,0,3,0,0.0,7.0,0.0,5.5,16.0,0.25
17,2026-01-15,FC Augsburg,FC Union Berlin,1 - 1,0.7438999999999999,1.7525,0,0,0,0,5,0,48,0,9,0,3,0,0.0,23.0,0.0,2.4,10.0,2.5
